11.0 , 19255.6 , 15  
11.0 , 19197.3 , 15  
22.8 , 22781.3 , 18  
30.3 , 26130.6 , 20  
40.7 , 29777.4 , 23  
49.6 , 40500.0 , 31  
60.0 , 63862.8 , 49  
63.4 , 77655.0 , 59  
66.9 , 94988.7 , 72  
71.0 , 119001.8 , 90  
75.1 , 152710.6 , 115  
80.0 , 202650.4 , 153  
82.7 , 239556.7 , 180  
86.2 , 283956.9 , 214  
89.6 , 338287.6 , 254  
101.4 , 564847.6 , 424  
82.7 , 412248.2 , 310  
80.0 , 382080.6 , 287  
75.1 , 309464.6 , 233  
71.0 , 251270.1 , 189  
66.9 , 198993.0 , 150  
63.4 , 159678.1 , 120  
60.0 , 130529.3 , 99  
49.6 , 75013.3 , 57  
40.7 , 49734.3 , 38  
30.3 , 35750.0 , 28  
22.8 , 29546.8 , 23  
