13.8 , 6587.4 , 6  
26.2 , 11970.6 , 10  
31.0 , 13986.0 , 11  
41.4 , 17848.6 , 14  
53.1 , 24730.7 , 19  
62.1 , 30903.8 , 24  
75.2 , 42014.0 , 32  
84.1 , 51805.6 , 40  
94.5 , 68307.9 , 52  
116.5 , 115525.7 , 87  
129.6 , 155470.8 , 117  
144.8 , 215927.2 , 163  
158.6 , 272907.2 , 205  
166.2 , 308228.4 , 232  
173.7 , 346504.5 , 261  
183.4 , 389303.4 , 293  
193.7 , 430671.3 , 324  
204.8 , 490385.4 , 368  
193.7 , 444979.0 , 334  
183.4 , 399484.9 , 300  
173.7 , 361286.2 , 272  
166.2 , 328326.1 , 247  
158.6 , 294156.1 , 221   
144.8 , 244250.0 , 184  
129.6 , 183419.0 , 138  
116.5 , 138883.2 , 105  
94.5 , 77656.7 , 59  
84.1 , 55706.8 , 43  
75.2 , 43004.2 , 33  
62.1 , 30012.1 , 23  
53.1 , 23380.2 , 18  
41.4 , 17228.8 , 14  
31.0 , 12858.7 , 10  
26.2 , 11143.5 , 9  
